id,text,mood,scene,style,purpose,theme,relation,length,tone_level,format,content_rating,keywords,tag_version,qc_passed,qc_errors,qc_warnings
1175,生命自己会寻找出路。,mood_energetic,scene_universal,style_quote,purpose_heal_self,theme_growth,relation_none,length_ultra_short,3,,rating_clean,生命,v1.0,True,,
1176,"因为只有在无际的弯路中,
才会有更多的机会不停地靠近世界的种种真实之处,",mood_reflective,scene_universal,style_essay,purpose_show_mood,theme_growth,relation_none,length_short,3,,rating_mild_slang,弯路,v1.0,True,,
1177,才会有强大生活的强大根基。,mood_energetic,scene_universal,style_essay,purpose_heal_self,theme_growth,relation_none,length_ultra_short,3,,rating_clean,生活,v1.0,True,,
1178,oooooYe .ᐟ.ᐟ,mood_happy,scene_daily,style_symbol_deco,purpose_share_life,,relation_none,length_ultra_short,3,format_has_english,rating_clean,,v1.0,True,,
1179,᳐>⩊< ᳐๑|ıllıııllıl ♡°.•一切好運常在•.°♡,mood_healing,scene_daily,style_emoji_heavy,purpose_share_life,theme_happiness,relation_none,length_short,3,format_has_emoji|format_has_english,rating_clean,好运,v1.0,True,,
1180,地球npc的放假plogᐝ💭|| ̊,mood_happy,scene_daily,style_cn_en_mix|style_symbol_deco,purpose_share_life,,relation_none,length_short,3,format_has_emoji|format_has_english|format_photo_dump,rating_clean,地球|npc|放假,v1.0,True,,
1181,‧ + ̊One Moment✰💬 🐈⬛,mood_healing,scene_pet,style_symbol_deco,purpose_share_life,theme_pet,relation_none,length_short,2,format_has_emoji|format_has_english,rating_clean,猫,v1.0,True,,
1182,Meeting time 💭,mood_romantic,scene_social,style_cn_en_mix,purpose_share_life,theme_friendship,relation_friend,length_ultra_short,2,format_has_emoji|format_has_english,rating_clean,,v1.0,True,,
1183,✰:🫙|Daily幸糊预告片 : )),mood_happy,scene_daily,style_symbol_deco,purpose_share_life,theme_happiness,relation_none,length_short,3,format_has_emoji|format_has_english,rating_clean,幸福,v1.0,True,,
1184,Helloooo🥄 𓇼,mood_happy,scene_daily,style_symbol_deco,purpose_share_life,,relation_none,length_ultra_short,3,format_has_emoji|format_has_english,rating_clean,,v1.0,True,,
1185,▫plog ⋆՞˶・֊・˶՞,mood_peaceful,scene_daily,style_symbol_deco,purpose_share_life,,relation_none,length_ultra_short,2,format_has_english|format_photo_dump,rating_clean,,v1.0,True,,
1186,我の小世界ı|ııı|ı|☆++🦴++,mood_healing,scene_daily,style_symbol_deco,purpose_share_life,,relation_solo,length_short,2,format_has_emoji,rating_clean,,v1.0,True,,
1187,幸福是无数个微小而具体的瞬间 (ᐢ..ᐢ) ♡,mood_healing,scene_daily,style_emoji_heavy,purpose_share_life,theme_happiness,relation_none,length_short,2,format_has_emoji,rating_clean,幸福,v1.0,True,,
1188,"“ᐝ Tooooday is ...🐈🥯ᴗ̈𓂂𓏸”
ᐟ.ᐟ一拳给自己打晕 开睡𖦹‎𖦹ᙆ ᙆ",mood_humor,scene_daily,style_emoji_heavy|style_cn_en_mix,purpose_share_life,,relation_none,length_medium,4,format_has_emoji|format_has_english|format_has_quotes,rating_clean,猫|睡觉,v1.0,True,,
1189,💭梦想是做最幸福的小猫( ˉ͈̀꒳ˉ͈́ )✧,mood_healing,scene_pet,style_emoji_heavy,purpose_share_life,theme_pet|theme_happiness,relation_none,length_short,3,format_has_emoji,rating_clean,小猫|梦想,v1.0,True,,
1190,🥥 ✌︎︎• ◡•yeee,mood_happy,scene_daily,style_symbol_deco,purpose_share_life,,relation_none,length_ultra_short,3,format_has_emoji|format_has_english,rating_clean,,v1.0,True,,
1191,make a wish°♡⑅,mood_healing,scene_daily,style_symbol_deco,purpose_share_life,,relation_none,length_ultra_short,2,format_has_emoji|format_has_english,rating_clean,,v1.0,True,,
1192,^Puppy diary·小狗日记🧂,mood_healing,scene_pet,style_cn_en_mix|style_symbol_deco,purpose_share_life,theme_pet,relation_none,length_short,2,format_has_emoji|format_has_english|format_photo_dump,rating_clean,小狗|日记,v1.0,True,,
1193,My loveeeee˃͈ દ ˂͈ ಣ,mood_romantic,scene_daily,style_cn_en_mix,purpose_subtle_love,theme_love,relation_couple,length_short,3,format_has_english,rating_clean,,v1.0,True,,
1194,"💭🫶🏻🫶🏻HappyMoment◡̈°
˖ ꒰͡꒰͡ ͜ ï ͜ ͡꒱ +夏日來信/✉ ⊹ ̊+",mood_happy,scene_daily,style_emoji_heavy|style_cn_en_mix,purpose_share_life,theme_season_spring,relation_none,length_medium,3,format_has_emoji|format_has_english,rating_clean,夏日,v1.0,True,,
1195,"ᥫᩣᩚᥫᩣᩚ ++ Be With U😽
♡約會日.ᐟ.ᐟ.ᐟ
✔Just for fun🪂
💭""一天86400秒""",mood_romantic,scene_social,style_emoji_heavy|style_cn_en_mix,purpose_share_life,theme_love,relation_couple,length_medium,3,format_has_emoji|format_has_english|format_has_quotes,rating_clean,约会,v1.0,True,,
1196,"¶ -Reprint memoir▸💽 ıllıııl
ෆ( ˶'ᴗ'˶)ෆ-來開動物大會🐾🫧
ミ☆祝我们森活鱼块 ++♡++",mood_happy,scene_social,style_emoji_heavy|style_cn_en_mix,purpose_share_life,theme_friendship,relation_friend,length_medium,3,format_has_emoji|format_has_english,rating_clean,动物,v1.0,True,,
1197,"""+·See you next time !!! ♫""
幸福这门课,今年拿满分。一定会见,就在某天",mood_healing,scene_daily,style_cn_en_mix,purpose_share_life,theme_happiness,relation_none,length_medium,3,format_has_emoji|format_has_english|format_has_quotes|format_has_music_ref,rating_clean,幸福,v1.0,True,,
1198,"我不怕大冷天,因为心里有炽烈的小火苗",mood_energetic,scene_universal,style_pure_cn,purpose_heal_self,theme_self_love,relation_solo,length_short,3,,rating_clean,冷天|小火苗,v1.0,True,,
1199,“被人读懂是世界上最大的幸福。”,mood_healing,scene_universal,style_quote,purpose_show_mood,theme_happiness,relation_none,length_short,2,format_has_quotes,rating_clean,幸福,v1.0,True,,
1200,"小蝴蝶们留下你最爱的一句话吧
* Zero negativity.
* 零负面。
* Adventure awaits.
* 冒险在等待。
* Just another magic Monday.
* 又一个魔幻的星期一。
* Life isn't perfect but your outfit can be.
* 生活或许不完美,但你的装扮可以。
* Make today so awesome, yesterday gets jealous. 让今天足够精彩,让昨天嫉妒。
* No rain, no flowers.
* 无雨,不见花开。
* Old ways won't open new doors.
* 旧方法无法打开新大门。
* Positive vibes only.
* 只要正能量。
* Radiate positivity.
* 散发正能量。
* Smile, breathe, and go slowly.
* 微笑,呼吸,慢慢来。
* Take the risk or lose the chance.
* 冒险,或失去机会。
* The best view comes after the hardest climb. 最美的风景出现在最艰难的攀登之后。
* 旅行即生活。
* Unique and unrepeatable.
* 独一无二,不可复制。
* Very little is needed to make a happy life.
* 拥有很少就能过上幸福的生活。
* Wander often, wonder always.
* 经常漫游,永远好奇。
* When nothing goes right, go left.
* 当一切都不顺时,向左转。
* Yes to new adventures.
* 对新的冒险说是。",mood_energetic,scene_universal,style_cn_en_mix,purpose_interact,theme_philosophy,relation_none,length_long,3,format_has_english|format_has_location,rating_clean,蝴蝶|正能量|冒险,v1.0,True,,
1201,{🔊开启声音是舒服的白噪音},mood_peaceful,scene_universal,style_emoji_heavy,purpose_share_life,,relation_none,length_ultra_short,2,format_has_emoji,rating_clean,白噪音,v1.0,True,,
1202,"是某天,是一瞬间⋯",mood_reflective,scene_universal,style_minimal,purpose_show_mood,theme_nostalgia,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
1203,是无数个情绪共振的时刻,mood_romantic,scene_universal,style_poetic,purpose_show_mood,theme_love,relation_none,length_ultra_short,3,,rating_clean,情绪,v1.0,True,,
1204,"与自己,翩翩起舞。",mood_healing,scene_universal,style_minimal,purpose_heal_self,theme_self_love,relation_solo,length_ultra_short,2,,rating_clean,,v1.0,True,,
1205,"“别着急,怎么样都很好”",mood_healing,scene_universal,style_quote,purpose_heal_self,theme_philosophy,relation_none,length_ultra_short,2,format_has_quotes,rating_clean,,v1.0,True,,
1206,"无数个微小的此刻,
不是因为「做了什么」才被爱,",mood_healing,scene_universal,style_poetic,purpose_heal_self,theme_self_love,relation_none,length_short,2,format_has_quotes,rating_clean,,v1.0,True,,
1207,"你存在,于是爱存在。",mood_romantic,scene_universal,style_minimal,purpose_show_mood,theme_love,relation_none,length_ultra_short,3,,rating_clean,爱,v1.0,True,,
1208,"📷|iphone 17pro
🎨|自带的调色盘超好用啊啊啊!",mood_happy,scene_daily,style_symbol_deco,purpose_share_life,,relation_none,length_short,4,format_has_emoji|format_has_english,rating_clean,iPhone|调色,v1.0,True,,
1209,"大家拍完照片,如果对光不是很喜欢",mood_peaceful,scene_daily,style_colloquial,purpose_share_life,,relation_none,length_short,2,,rating_clean,照片|光,v1.0,True,,
1210,可以适应自带的调节|风格|进行选择~,mood_peaceful,scene_daily,style_colloquial,purpose_share_life,,relation_none,length_short,2,,rating_clean,调色,v1.0,True,,
1211,还可以滑动遥杆调整色彩范围,mood_peaceful,scene_daily,style_colloquial,purpose_share_life,,relation_none,length_ultra_short,2,,rating_clean,色彩,v1.0,True,,
1212,我真的很喜欢了~,mood_happy,scene_daily,style_colloquial,purpose_share_life,,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
1213,Stare blankly.,mood_mysterious,scene_universal,style_cn_en_mix,purpose_cool_pose,,relation_solo,length_ultra_short,2,format_has_english,rating_clean,,v1.0,True,,
1214,"“We laughed and kept saying"" see u soon"",but inside we both knew we'd never see each other again.”
荒诞统治世界",mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_long,3,format_has_english|format_has_quotes,rating_clean,荒诞|爱,v1.0,True,,
1215,而爱拯救之 ——加缪《加缪笔记》,mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_short,3,,rating_clean,爱|加缪,v1.0,True,,
1216,我崇拜流浪、变化和幻想,mood_energetic,scene_universal,style_quote,purpose_show_mood,theme_freedom,relation_none,length_ultra_short,3,,rating_clean,流浪|幻想,v1.0,True,,
1217,不愿将我的爱钉在地球某处 ——黑塞《克林索尔的最后夏天》,mood_romantic,scene_universal,style_quote,purpose_show_mood,theme_freedom,relation_none,length_short,3,,rating_clean,爱|黑塞,v1.0,True,,
1218,我相信自己,mood_energetic,scene_universal,style_quote,purpose_show_mood,theme_self_love,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
1219,生来如同璀璨的夏日之花,mood_energetic,scene_universal,style_quote,purpose_show_mood,theme_season_spring,relation_none,length_ultra_short,3,,rating_clean,夏日之花,v1.0,True,,
1220,不凋不败 妖冶如火 ——泰戈尔《飞鸟集》,mood_energetic,scene_universal,style_quote,purpose_show_mood,theme_self_love,relation_none,length_short,3,,rating_clean,泰戈尔,v1.0,True,,
1221,我们把在黑暗中跳舞的心脏叫做月亮,mood_romantic,scene_night,style_quote,purpose_show_mood,theme_night_mood,relation_none,length_short,3,,rating_clean,月亮|心脏,v1.0,True,,
1222,这月亮主要由你构成 ——海子《海子的诗》,mood_romantic,scene_night,style_quote,purpose_show_mood,theme_night_mood,relation_none,length_short,3,,rating_clean,月亮|海子,v1.0,True,,
1223,一千个蝴蝶的骸骨睡在我的墙上,mood_mysterious,scene_universal,style_quote,purpose_show_mood,,relation_none,length_ultra_short,3,,rating_clean,蝴蝶|骸骨,v1.0,True,,
1224,一大群年轻的微风渡过河流 ——费德里科•加西亚•洛尔迦《星的时刻》,mood_romantic,scene_nature,style_quote,purpose_show_mood,theme_season_spring,relation_none,length_short,3,,rating_clean,微风|河流,v1.0,True,,
1225,在春天的日子里扎上一条红纱巾,mood_peaceful,scene_nature,style_quote,purpose_show_mood,theme_season_spring,relation_none,length_ultra_short,2,,rating_clean,春天|红纱巾,v1.0,True,,
1226,到野外的绿草地上静静地晒太阳,mood_peaceful,scene_nature,style_quote,purpose_show_mood,theme_season_spring,relation_none,length_ultra_short,2,,rating_mild_slang,草地|晒太阳,v1.0,True,,
1227,听蚂蚁在石子上行走的声音 ——毕淑敏,mood_peaceful,scene_nature,style_quote,purpose_show_mood,theme_season_spring,relation_none,length_short,2,,rating_clean,蚂蚁|毕淑敏,v1.0,True,,
1228,每个人心中,mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
1229,都有一片未开垦的森林,mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,森林,v1.0,True,,
1230,是连鸟的足迹都没有的雪原 ——伍尔夫《存在的瞬间》,mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_short,2,,rating_clean,雪原|伍尔夫,v1.0,True,,
1231,但是太阳会收复世界的,mood_energetic,scene_nature,style_quote,purpose_show_mood,theme_sunny,relation_none,length_ultra_short,3,,rating_clean,太阳,v1.0,True,,
1232,在玉山之巅 ——余光中《听听那冷雨》,mood_energetic,scene_nature,style_quote,purpose_show_mood,theme_sunny,relation_none,length_short,3,,rating_clean,玉山|余光中,v1.0,True,,
1233,"You will always be a free summer .
你永远是自由的盛夏。",mood_energetic,scene_universal,style_cn_en_mix,purpose_show_mood,theme_freedom,relation_none,length_medium,3,format_has_english,rating_clean,自由|盛夏,v1.0,True,,
1234,"✧ Give it time, let it pass
✧ 给时间时间,让过去过去
✧ You will always be a free summer
✧ 你永远是自由的盛夏
✧ Be dazzling ,you are qualified
✧ 耀眼一点,你有资格
✧ Keep a single spark to start a prairie fire
✧ 积蓄星火,以待磅礴
✧ Every single day counts
✧ 每一天都很重要
✧ Fortune favors the bold
✧ 好运眷顾勇者
✧ Dusk to dawn stories unfold
✧ 黄昏至破晓,故事展开
✧ You are backlit with all the good things in this world
✧ 你逆光而来,配的上这世间所有
✧ Take it one step at a time.
✧ 一步一步来
✧ Shine like the stars
✧ 像星星一样闪耀
✧ Keep your spirit free
✧ 保持你的灵魂自由
✧ Wander where the WiFi is weak
✧ 去信号弱的地方漫游
✧ It is okay to not be okay.
✧ 不好也没关系
✧ I love you for my life past
✧ 我爱你 , 爱了整整一个曾经
✧ Things change,roll with them
✧ 世事无常,随遇而安
✧ While there is life there is hope
✧ 一息若存 , 希望不灭
✧ Do not be regret because you only live once
✧ 人生只有一次,不要留下遗憾
✧ We are all judges, but we forget that we too are being judged
✧ 我们都是审判者,但却忘记了自己也在接受审判",mood_energetic,scene_universal,style_symbol_deco,purpose_show_mood,theme_philosophy,relation_none,length_long,3,format_has_emoji|format_has_english,rating_adult_hint,时间|自由|勇气,v1.0,True,,
1235,"pieces of life🧩
生活碎片记录",mood_peaceful,scene_daily,style_cn_en_mix,purpose_share_life,,relation_none,length_short,2,format_has_emoji|format_has_english|format_photo_dump,rating_clean,生活碎片,v1.0,True,,
1236,"unorganized chaos 🍡
无组织混乱 随便发些零散照片",mood_humor,scene_daily,style_cn_en_mix,purpose_share_life,,relation_none,length_short,3,format_has_emoji|format_has_english,rating_clean,混乱,v1.0,True,,
1237,"some moments i like✨
我喜欢的某些瞬间",mood_peaceful,scene_daily,style_cn_en_mix,purpose_share_life,,relation_none,length_short,2,format_has_emoji|format_has_english,rating_clean,瞬间,v1.0,True,,
1238,"In Feb I'll wear color❤️
二月我会穿彩色
适合过年穿红色发",mood_happy,scene_holiday,style_cn_en_mix,purpose_share_life,theme_season_spring,relation_none,length_medium,3,format_has_emoji|format_has_english,rating_clean,二月|彩色|过年,v1.0,True,,
1239,"cheers folks🥂🍻
举杯吧各位",mood_happy,scene_social,style_cn_en_mix,purpose_share_life,theme_friendship,relation_friend,length_short,4,format_has_emoji|format_has_english,rating_clean,干杯,v1.0,True,,
1240,"onto the next. .. 😝
期盼着下一年",mood_happy,scene_holiday,style_cn_en_mix,purpose_share_life,,relation_none,length_short,4,format_has_emoji|format_has_english,rating_clean,下一年,v1.0,True,,
1241,"thank u. .. next🍾
2025谢啦下一个",mood_happy,scene_holiday,style_cn_en_mix,purpose_share_life,,relation_none,length_short,4,format_has_emoji|format_has_english,rating_clean,2025,v1.0,True,,
1242,"annual reset⏰🐾
年度重启时刻",mood_reflective,scene_holiday,style_cn_en_mix,purpose_record,theme_growth,relation_none,length_short,3,format_has_emoji|format_has_english,rating_clean,重启,v1.0,True,,
1243,"Paris with the girls 💅🏻🍓
巴黎和我的女孩们",mood_happy,scene_travel,style_cn_en_mix,purpose_share_life,theme_friendship|theme_travel_wander,relation_friend,length_short,4,format_has_emoji|format_has_english,rating_clean,巴黎|女孩,v1.0,True,,
1244,"had to document this📷
必须记录下来",mood_peaceful,scene_daily,style_cn_en_mix,purpose_record,,relation_none,length_short,2,format_has_emoji|format_has_english,rating_clean,,v1.0,True,,
1245,"checking in🗺️🍋
我来啦到此一游",mood_happy,scene_travel,style_cn_en_mix,purpose_share_life,theme_travel_wander,relation_none,length_short,3,format_has_emoji|format_has_english,rating_clean,到此一游,v1.0,True,,
1246,"take me anywhere🌏
带我去任何地方天涯海角",mood_energetic,scene_travel,style_cn_en_mix,purpose_share_life,theme_travel_wander,relation_none,length_short,3,format_has_emoji|format_has_english,rating_clean,天涯海角,v1.0,True,,
1247,每一句都是独一无二,mood_healing,scene_universal,style_minimal,purpose_show_mood,,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
1248,为ISFP而诞生的,mood_humor,scene_universal,style_minimal,purpose_show_mood,,relation_none,length_ultra_short,2,format_has_english,rating_clean,ISFP,v1.0,True,,
1249,"事情总会失控,不如躺在狼藉里,等黄昏把一切镀成金色。",mood_healing,scene_universal,style_poetic,purpose_heal_self,theme_philosophy,relation_none,length_short,2,,rating_clean,黄昏,v1.0,True,,
1250,"车窗玻璃映出的那张脸,正在用雨水抒写本周请假条:因天气宜睡觉。",mood_humor,scene_daily,style_abstract,purpose_complain,theme_rainy,relation_none,length_short,3,,rating_clean,车窗|雨水|请假,v1.0,True,,
1251,"不想说话,但可以陪你听完整张唱片。",mood_peaceful,scene_music,style_minimal,purpose_show_mood,theme_love,relation_crush,length_short,2,,rating_clean,唱片,v1.0,True,,
1252,"计划是明天的事,今天的风太适合发呆了。",mood_peaceful,scene_nature,style_colloquial,purpose_share_life,theme_freedom,relation_solo,length_short,2,,rating_clean,风|发呆,v1.0,True,,
1253,"你不懂我没关系,我的猫懂。",mood_humor,scene_pet,style_minimal,purpose_cool_pose,theme_pet,relation_none,length_ultra_short,3,,rating_clean,猫,v1.0,True,,
1254,I Simply Feel Present.  「我只是感受当下」,mood_peaceful,scene_universal,style_cn_en_mix|style_minimal,purpose_show_mood,,relation_solo,length_short,2,format_has_english|format_has_quotes,rating_clean,当下,v1.0,True,,
1255,"In Silence, Freedom Prevails.  「在沉默中,自由生长」
方便发朋友圈的时候找",mood_reflective,scene_universal,style_cn_en_mix|style_minimal,purpose_show_mood,theme_freedom,relation_solo,length_medium,2,format_has_english|format_has_quotes,rating_clean,沉默|自由,v1.0,True,,
1256,我想知道 如果让INFP们来写遗憾 能遗憾到什么程度......,mood_emo,scene_universal,style_colloquial,purpose_interact,theme_philosophy,relation_none,length_short,3,format_has_english,rating_clean,INFP|遗憾,v1.0,True,,
1257,我知道那不是我的月亮,mood_emo,scene_night,style_poetic,purpose_show_mood,theme_love|theme_night_mood,relation_crush,length_ultra_short,3,,rating_clean,月亮,v1.0,True,,
1258,但有那么一刻 月光确实照在我身上,mood_emo,scene_night,style_poetic,purpose_show_mood,theme_love|theme_night_mood,relation_crush,length_short,3,,rating_clean,月光,v1.0,True,,
1259,“淡淡的死感”是什么呢,mood_emo,scene_universal,style_colloquial,purpose_interact,theme_philosophy,relation_none,length_ultra_short,3,format_has_quotes,rating_clean,淡淡的死感,v1.0,True,,
1260,之前发的帖子有很多小宝让我开这个主题,mood_peaceful,scene_universal,style_colloquial,purpose_interact,,relation_none,length_short,2,,rating_clean,帖子|小宝,v1.0,True,,
1261,可是我也不知道什么是淡淡的死感的文字,mood_emo,scene_universal,style_colloquial,purpose_interact,,relation_none,length_short,2,,rating_clean,淡淡的死感,v1.0,True,,
1262,是看了之后会嘎巴一下觉得自己死掉了,mood_emo,scene_universal,style_colloquial,purpose_interact,,relation_none,length_short,3,,rating_clean,死掉,v1.0,True,,
1263,还是看完忍不住感叹人生苦涩,mood_emo,scene_universal,style_colloquial,purpose_interact,,relation_none,length_ultra_short,3,,rating_clean,人生|苦涩,v1.0,True,,
1264,所以 我想听听你的答案,mood_peaceful,scene_universal,style_colloquial,purpose_interact,,relation_none,length_ultra_short,2,,rating_clean,答案,v1.0,True,,
1265,虽然但是 我还是希望你开心,mood_healing,scene_universal,style_colloquial,purpose_heal_self,theme_happiness,relation_none,length_ultra_short,3,,rating_clean,开心,v1.0,True,,
1266,🌌INFP快来!一句话让你眼眶一热的那种,mood_emo,scene_universal,style_emoji_heavy,purpose_interact,,relation_none,length_short,3,format_has_emoji|format_has_english,rating_clean,INFP|眼眶一热,v1.0,True,,
1267,谁懂...这种温柔又宏大的浪漫直接击中泪腺😭💫,mood_romantic,scene_universal,style_emoji_heavy,purpose_show_mood,theme_love,relation_none,length_short,4,format_has_emoji,rating_clean,浪漫|泪腺,v1.0,True,,
1268,✨快来评论区分享让你心尖发颤的句子!,mood_happy,scene_universal,style_emoji_heavy,purpose_interact,,relation_none,length_short,4,format_has_emoji,rating_clean,评论区|句子,v1.0,True,,
1269,"永远是这样,风后面是风,天空上面是天空,道路前面还是道路。",mood_reflective,scene_universal,style_quote|style_poetic,purpose_show_mood,theme_philosophy,relation_none,length_short,3,,rating_clean,风|天空|道路,v1.0,True,,
1270,"生命是一场盛大的腐烂,活着是一场伟大的战争。",mood_reflective,scene_universal,style_quote|style_poetic,purpose_show_mood,theme_philosophy,relation_none,length_short,4,,rating_clean,生命|腐烂|战争,v1.0,True,,
1271,"生命不泯灭于泛泛,我在绿意里重生。",mood_energetic,scene_nature,style_poetic,purpose_heal_self,theme_growth|theme_season_spring,relation_solo,length_short,3,,rating_clean,绿意|重生,v1.0,True,,
1272,"我拒绝成为任何人的隐喻,我宁愿做自己晦涩的谜题。",mood_mysterious,scene_universal,style_poetic,purpose_cool_pose,theme_self_love,relation_solo,length_short,4,,rating_clean,隐喻|谜题,v1.0,True,,
1273,"我的自由是荒野的风,没有方向,却比任何牢笼都辽阔。",mood_energetic,scene_nature,style_poetic,purpose_cool_pose,theme_freedom,relation_solo,length_short,4,,rating_clean,自由|荒野|风,v1.0,True,,
1274,"我的敏感是一把没有刀鞘的匕首,既保护我,又割伤我。",mood_emo,scene_universal,style_poetic,purpose_show_mood,theme_self_love,relation_solo,length_short,3,,rating_clean,敏感|匕首,v1.0,True,,
1275,"请你务必,一而再,再而三,三而不竭,千次万次毫不犹豫地,救自己于这世间水火之中。",mood_energetic,scene_universal,style_quote,purpose_heal_self,theme_self_love|theme_growth,relation_solo,length_short,5,,rating_clean,救|水火,v1.0,True,,
1276,"你对我的百般注解和识读,不能构成万分之一的我,却是一览无余的你。",mood_reflective,scene_universal,style_quote,purpose_cool_pose,theme_philosophy,relation_none,length_short,4,,rating_clean,注解|识读,v1.0,True,,
1277,"如果孤独有颜色,那一定是黄昏时分的紫。既像愈合,又像溃烂。",mood_emo,scene_night,style_poetic,purpose_show_mood,theme_night_mood|theme_nostalgia,relation_solo,length_short,3,,rating_clean,孤独|黄昏|紫色,v1.0,True,,
1278,"我身体里的火车从来不会错轨,所以允许大雪,风暴,泥石流和荒谬。",mood_energetic,scene_universal,style_poetic,purpose_cool_pose,theme_freedom|theme_philosophy,relation_solo,length_short,4,,rating_clean,火车|大雪|风暴|泥石流|荒谬,v1.0,True,,
1279,自由是灵魂的氧气。,mood_energetic,scene_universal,style_minimal,purpose_cool_pose,theme_freedom,relation_solo,length_ultra_short,3,,rating_clean,自由|灵魂|氧气,v1.0,True,,
1280,"生命久如暗室,不妨碍我明写春诗。",mood_energetic,scene_universal,style_poetic,purpose_heal_self,theme_growth|theme_season_spring,relation_solo,length_short,3,,rating_clean,暗室|春诗,v1.0,True,,
1281,淡淡的痛痛的be文案。,mood_emo,scene_universal,style_colloquial,purpose_show_mood,,relation_none,length_ultra_short,2,format_has_english,rating_clean,be|文案,v1.0,True,,
1282,欢迎入住!,mood_happy,scene_universal,style_minimal,purpose_interact,,relation_none,length_ultra_short,3,,rating_clean,入住,v1.0,True,,
1283,"一滴雨落在台湾的土地上,雨丝如细针,轻轻刺入大地,又如轻纱,缓缓覆盖了这座岛屿。它没有声势浩大的前奏,却带着一种静谧的力量,悄然渗透进每一个角落,每一寸空气,每一颗跳动的心。",mood_peaceful,scene_nature,style_essay|style_poetic,purpose_share_life,theme_rainy,relation_none,length_long,2,,rating_clean,雨|台湾|大地,v1.0,True,,
1284,"🌧️ 这场雨,或许只是大自然的一次短暂馈赠,但它却在不经意间,为这片土地增添了一份温柔的诗意。让每一个在这场雨中走过的人,都收获了一份属于台湾的独家记忆。",mood_healing,scene_nature,style_emoji_heavy|style_essay,purpose_share_life,theme_rainy,relation_none,length_medium,2,format_has_emoji,rating_clean,雨|台湾|诗意,v1.0,True,,
1285,"非常喜欢的一句话:
“我时常万念俱灰,又经常死灰复燃。生活给了我多少积雪,我就能遇到多少个春天。”",mood_energetic,scene_universal,style_quote,purpose_heal_self,theme_growth|theme_season_spring,relation_solo,length_medium,3,format_has_quotes,rating_clean,万念俱灰|死灰复燃|春天,v1.0,True,,
1286,文学地图➕1,mood_happy,scene_universal,style_minimal,purpose_record,,relation_none,length_ultra_short,2,format_has_emoji,rating_clean,文学地图,v1.0,True,,
1287,"“你们大人说谎,我一点也不奇怪。可是你们连小孩子也要骗。”",mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_short,3,format_has_quotes,rating_clean,大人|说谎|小孩,v1.0,True,,
1288,“每个人都只能看到自己看得到的。”,mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_short,2,format_has_quotes,rating_clean,看到,v1.0,True,,
1289,"“人活着,就是要找一个理由让自己继续下去。”",mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_short,3,format_has_quotes,rating_clean,理由|继续,v1.0,True,,
1290,“我想知道你会不会像我喜欢你一样喜欢我。”,mood_romantic,scene_universal,style_quote,purpose_subtle_love,theme_love,relation_crush,length_short,3,format_has_quotes,rating_adult_hint,喜欢,v1.0,True,,
1291,"“留不住的,就用力挥手道别。”",mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_growth,relation_none,length_ultra_short,3,format_has_quotes,rating_clean,留不住|道别,v1.0,True,,
1292,"“我们都一样,曾在别人生命里,闪闪发亮过。”",mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_nostalgia,relation_none,length_short,3,format_has_quotes,rating_clean,闪闪发亮,v1.0,True,,
1293,"“人生嘛,就是晴时多云偶阵雨。”",mood_peaceful,scene_nature,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_short,2,format_has_quotes,rating_clean,晴|多云|雨,v1.0,True,,
1294,"“失去不一定是坏事,有时候是另一种获得。”",mood_reflective,scene_universal,style_quote,purpose_heal_self,theme_growth,relation_none,length_short,2,format_has_quotes,rating_clean,失去|获得,v1.0,True,,
1295,"“大人的世界没有容易两个字,只是小孩看不懂。”",mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_short,3,format_has_quotes,rating_clean,大人|小孩|容易,v1.0,True,,
1296,"“有些事不说出来,根本没人会知道。”",mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_short,2,format_has_quotes,rating_clean,不说,v1.0,True,,
1297,"梦,漩涡,潮湿,忧郁,消解,温柔,流动,风,",mood_mysterious,scene_universal,style_abstract|style_symbol_deco,purpose_show_mood,theme_night_mood,relation_solo,length_short,2,,rating_clean,梦|漩涡|潮湿|忧郁|风,v1.0,True,,
