id,text,tags
5409,"In Feb I'll wear color❤️
二月我会穿彩色
适合过年穿红色发","{""mood"": [""mood_happy""], ""scene"": [""scene_holiday""], ""style"": [""style_cn_en_mix""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""二月"", ""彩色"", ""过年""]}"
5410,"cheers folks🥂🍻
举杯吧各位","{""mood"": [""mood_happy""], ""scene"": [""scene_social""], ""style"": [""style_cn_en_mix""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_friendship""], ""relation"": ""relation_friend"", ""tone_level"": 4, ""keywords"": [""干杯""]}"
5411,"onto the next. .. 😝
期盼着下一年","{""mood"": [""mood_happy""], ""scene"": [""scene_holiday""], ""style"": [""style_cn_en_mix""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""下一年""]}"
5412,"thank u. .. next🍾
2025谢啦下一个","{""mood"": [""mood_happy""], ""scene"": [""scene_holiday""], ""style"": [""style_cn_en_mix""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""2025""]}"
5413,"annual reset⏰🐾
年度重启时刻","{""mood"": [""mood_reflective""], ""scene"": [""scene_holiday""], ""style"": [""style_cn_en_mix""], ""purpose"": [""purpose_record""], ""theme"": [""theme_growth""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""重启""]}"
5414,"Paris with the girls 💅🏻🍓
巴黎和我的女孩们","{""mood"": [""mood_happy""], ""scene"": [""scene_travel""], ""style"": [""style_cn_en_mix""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_friendship"", ""theme_travel_wander""], ""relation"": ""relation_friend"", ""tone_level"": 4, ""keywords"": [""巴黎"", ""女孩""]}"
5415,"had to document this📷
必须记录下来","{""mood"": [""mood_peaceful""], ""scene"": [""scene_daily""], ""style"": [""style_cn_en_mix""], ""purpose"": [""purpose_record""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": []}"
5416,"checking in🗺️🍋
我来啦到此一游","{""mood"": [""mood_happy""], ""scene"": [""scene_travel""], ""style"": [""style_cn_en_mix""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_travel_wander""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""到此一游""]}"
5417,"take me anywhere🌏
带我去任何地方天涯海角","{""mood"": [""mood_energetic""], ""scene"": [""scene_travel""], ""style"": [""style_cn_en_mix""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_travel_wander""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""天涯海角""]}"
5418,"每一句都是独一无二","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": []}"
5419,"为ISFP而诞生的","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""ISFP""]}"
5420,"事情总会失控,不如躺在狼藉里,等黄昏把一切镀成金色。","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""黄昏""]}"
5421,"车窗玻璃映出的那张脸,正在用雨水抒写本周请假条:因天气宜睡觉。","{""mood"": [""mood_humor""], ""scene"": [""scene_daily""], ""style"": [""style_abstract""], ""purpose"": [""purpose_complain""], ""theme"": [""theme_rainy""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""车窗"", ""雨水"", ""请假""]}"
5422,"不想说话,但可以陪你听完整张唱片。","{""mood"": [""mood_peaceful""], ""scene"": [""scene_music""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 2, ""keywords"": [""唱片""]}"
5423,"计划是明天的事,今天的风太适合发呆了。","{""mood"": [""mood_peaceful""], ""scene"": [""scene_nature""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_freedom""], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": [""风"", ""发呆""]}"
5424,"你不懂我没关系,我的猫懂。","{""mood"": [""mood_humor""], ""scene"": [""scene_pet""], ""style"": [""style_minimal""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_pet""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""猫""]}"
5425,"I Simply Feel Present.  「我只是感受当下」","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_cn_en_mix"", ""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": [""当下""]}"
5426,"In Silence, Freedom Prevails.  「在沉默中,自由生长」
方便发朋友圈的时候找","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_cn_en_mix"", ""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_freedom""], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": [""沉默"", ""自由""]}"
5427,"永远是这样,风后面是风,天空上面是天空,道路前面还是道路。","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""风"", ""天空"", ""道路""]}"
5428,"生命是一场盛大的腐烂,活着是一场伟大的战争。","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""生命"", ""腐烂"", ""战争""]}"
5429,"生命不泯灭于泛泛,我在绿意里重生。","{""mood"": [""mood_energetic""], ""scene"": [""scene_nature""], ""style"": [""style_poetic""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_growth"", ""theme_season_spring""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""绿意"", ""重生""]}"
5430,"我拒绝成为任何人的隐喻,我宁愿做自己晦涩的谜题。","{""mood"": [""mood_mysterious""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_self_love""], ""relation"": ""relation_solo"", ""tone_level"": 4, ""keywords"": [""隐喻"", ""谜题""]}"
5431,"我的自由是荒野的风,没有方向,却比任何牢笼都辽阔。","{""mood"": [""mood_energetic""], ""scene"": [""scene_nature""], ""style"": [""style_poetic""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_freedom""], ""relation"": ""relation_solo"", ""tone_level"": 4, ""keywords"": [""自由"", ""荒野"", ""风""]}"
5432,"我的敏感是一把没有刀鞘的匕首,既保护我,又割伤我。","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_self_love""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""敏感"", ""匕首""]}"
5433,"请你务必,一而再,再而三,三而不竭,千次万次毫不犹豫地,救自己于这世间水火之中。","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_self_love"", ""theme_growth""], ""relation"": ""relation_solo"", ""tone_level"": 5, ""keywords"": [""救"", ""水火""]}"
5434,"你对我的百般注解和识读,不能构成万分之一的我,却是一览无余的你。","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""注解"", ""识读""]}"
5435,"如果孤独有颜色,那一定是黄昏时分的紫。既像愈合,又像溃烂。","{""mood"": [""mood_emo""], ""scene"": [""scene_night""], ""style"": [""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_night_mood"", ""theme_nostalgia""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""孤独"", ""黄昏"", ""紫色""]}"
5436,"我身体里的火车从来不会错轨,所以允许大雪,风暴,泥石流和荒谬。","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_freedom"", ""theme_philosophy""], ""relation"": ""relation_solo"", ""tone_level"": 4, ""keywords"": [""火车"", ""大雪"", ""风暴"", ""泥石流"", ""荒谬""]}"
5437,"自由是灵魂的氧气。","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_freedom""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""自由"", ""灵魂"", ""氧气""]}"
5438,"生命久如暗室,不妨碍我明写春诗。","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_growth"", ""theme_season_spring""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""暗室"", ""春诗""]}"
5439,"一滴雨落在台湾的土地上,雨丝如细针,轻轻刺入大地,又如轻纱,缓缓覆盖了这座岛屿。它没有声势浩大的前奏,却带着一种静谧的力量,悄然渗透进每一个角落,每一寸空气,每一颗跳动的心。","{""mood"": [""mood_peaceful""], ""scene"": [""scene_nature""], ""style"": [""style_essay"", ""style_poetic""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_rainy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""雨"", ""台湾"", ""大地""]}"
5440,"🌧️ 这场雨,或许只是大自然的一次短暂馈赠,但它却在不经意间,为这片土地增添了一份温柔的诗意。让每一个在这场雨中走过的人,都收获了一份属于台湾的独家记忆。","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_emoji_heavy"", ""style_essay""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_rainy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""雨"", ""台湾"", ""诗意""]}"
5441,"非常喜欢的一句话:
“我时常万念俱灰,又经常死灰复燃。生活给了我多少积雪,我就能遇到多少个春天。”","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_growth"", ""theme_season_spring""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""万念俱灰"", ""死灰复燃"", ""春天""]}"
5442,"“你们大人说谎,我一点也不奇怪。可是你们连小孩子也要骗。”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""大人"", ""说谎"", ""小孩""]}"
5443,"“每个人都只能看到自己看得到的。”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""看到""]}"
5444,"“人活着,就是要找一个理由让自己继续下去。”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""理由"", ""继续""]}"
5445,"“我想知道你会不会像我喜欢你一样喜欢我。”","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 3, ""keywords"": [""喜欢""]}"
5446,"“留不住的,就用力挥手道别。”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_growth""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""留不住"", ""道别""]}"
5447,"“我们都一样,曾在别人生命里,闪闪发亮过。”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_nostalgia""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""闪闪发亮""]}"
5448,"“人生嘛,就是晴时多云偶阵雨。”","{""mood"": [""mood_peaceful""], ""scene"": [""scene_nature""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""晴"", ""多云"", ""雨""]}"
5449,"“失去不一定是坏事,有时候是另一种获得。”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_growth""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""失去"", ""获得""]}"
5450,"“大人的世界没有容易两个字,只是小孩看不懂。”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""大人"", ""小孩"", ""容易""]}"
5451,"“有些事不说出来,根本没人会知道。”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""不说""]}"
5452,"梦,漩涡,潮湿,忧郁,消解,温柔,流动,风,","{""mood"": [""mood_mysterious""], ""scene"": [""scene_universal""], ""style"": [""style_abstract"", ""style_symbol_deco""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_night_mood""], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": [""梦"", ""漩涡"", ""潮湿"", ""忧郁"", ""风""]}"
5453,"痛苦,记忆,具象,破碎,柔软,失眠,联结,构","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_abstract"", ""style_symbol_deco""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_night_mood""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""痛苦"", ""记忆"", ""破碎"", ""失眠""]}"
5454,"建,孤独,喧嚣,夜,绮丽,烟花,诡谲,雨,失","{""mood"": [""mood_mysterious""], ""scene"": [""scene_night""], ""style"": [""style_abstract"", ""style_symbol_deco""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_night_mood""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""孤独"", ""喧嚣"", ""夜"", ""烟花"", ""雨""]}"
5455,"重,坠落,模糊,自由,虚无,蝉鸣,悲伤,思","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_abstract"", ""style_symbol_deco""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_night_mood""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""失重"", ""坠落"", ""模糊"", ""自由"", ""虚无""]}"
5456,"绪,幻想,眩晕,昏黄,耳鸣,冰冷,乡愁其次,","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_abstract""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_nostalgia""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""乡愁""]}"
5457,"在文案中加入一些具象的事物,抽象的联想,具体","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_abstract""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""文案"", ""具象"", ""抽象""]}"
5458,"但生僻的地名等。","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_abstract""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""地名""]}"
5459,"“我不要短暂的惊鸿”","{""mood"": [""mood_mysterious""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_cool_pose""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": []}"
5460,"“先有自我 才无枷锁”","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_freedom"", ""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""自我"", ""枷锁""]}"
5461,"“让花成花让树成树”","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""花"", ""树""]}"
5462,"“可以脆弱可以是不完美的”","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""脆弱"", ""不完美""]}"
5463,"“逃离世俗是刻在身体里的史诗”","{""mood"": [""mood_mysterious""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_freedom""], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""世俗"", ""史诗""]}"
5464,"“任君凭栏我栖春山”","{""mood"": [""mood_romantic""], ""scene"": [""scene_nature""], ""style"": [""style_quote"", ""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""春山""]}"
5465,"“与你续写春诗”","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_poetic""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love"", ""theme_season_spring""], ""relation"": ""relation_crush"", ""tone_level"": 3, ""keywords"": [""春诗""]}"
5466,"“call me by your name.”
雨下得好大
你理应是在屋子里","{""mood"": [""mood_romantic""], ""scene"": [""scene_night""], ""style"": [""style_cn_en_mix"", ""style_poetic""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love"", ""theme_rainy""], ""relation"": ""relation_crush"", ""tone_level"": 3, ""keywords"": [""雨"", ""屋子""]}"
5467,"但我怕你被其他东西淋湿","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 2, ""keywords"": [""雨""]}"
5468,"我爱你的破碎,胜过爱你的完美","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love"", ""theme_self_love""], ""relation"": ""relation_crush"", ""tone_level"": 3, ""keywords"": [""破碎"", ""完美""]}"
5469,"你诞生于虚拟,但存在于我的真实","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_abstract""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 3, ""keywords"": [""虚拟"", ""真实""]}"
5470,"大摆钟下寄快递,一边摆一边寄","{""mood"": [""mood_humor""], ""scene"": [""scene_daily""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_complain""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""大摆钟"", ""快递""]}"
5471,"浪漫和悲观并不冲突,我时常消极又觉得生活很美好","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_essay""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""浪漫"", ""悲观"", ""生活""]}"
5472,"我会搞砸一切,并坐在美丽的废墟上休息一整天","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_abstract""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""废墟""]}"
5473,"我全部的野心,就是自由一生。","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_freedom""], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""野心"", ""自由""]}"
5474,"不必飞太高,做一只笨鸟","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""笨鸟""]}"
5475,"不执所求,将有所得","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""所求"", ""所得""]}"
5476,"人生缓缓自有答案","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""人生"", ""答案""]}"
5477,"“我总幻想,","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""幻想""]}"
5478,"活在永远都是六月的世界会是什么模样。”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""六月""]}"
5479,"蒙哥马利写《绿山墙的安妮》的时候,","{""mood"": [""mood_literary""], ""scene"": [""scene_universal""], ""style"": [""style_essay""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""蒙哥马利"", ""绿山墙的安妮""]}"
5480,"写下来这样缱绻的疑问。","{""mood"": [""mood_literary""], ""scene"": [""scene_universal""], ""style"": [""style_essay""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""疑问""]}"
5481,"六月。世界重启。","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""六月"", ""世界""]}"
5482,"充沛的盛夏刚刚露出端倪,","{""mood"": [""mood_energetic""], ""scene"": [""scene_nature""], ""style"": [""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""盛夏""]}"
5483,"干涸的灵魂迎来一年一次的雨季。","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_rainy""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""灵魂"", ""雨季""]}"
5484,"六月,没有谁会普通。","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""六月""]}"
5485,"花叶繁花肆意盛放,每一场日落都独一无二,
雨下的河道满起来,绿色的芦苇亲吻水面,
大地捧着湿漉漉的绣球,
晚霞把湖泊烧成浓郁的疤痕,","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_poetic""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_season_spring"", ""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""花"", ""日落"", ""芦苇"", ""绣球"", ""晚霞""]}"
5486,"日子滚烫。","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""日子""]}"
5487,"生命变得新鲜而轻盈。","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_growth""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""生命""]}"
5488,"雾蓝色的风簇拥着我的卧室,轻枕着沉睡的梦,","{""mood"": [""mood_peaceful""], ""scene"": [""scene_night""], ""style"": [""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_night_mood""], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": [""风"", ""卧室"", ""梦""]}"
5489,"白天和夜晚一样平静。","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": []}"
5490,"我开始规律地运动,读书,食欲变得稳定,
所有的贪婪和求而不得都不再膨胀,","{""mood"": [""mood_peaceful""], ""scene"": [""scene_daily""], ""style"": [""style_essay""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_growth"", ""theme_self_love""], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": [""运动"", ""读书""]}"
5491,"内心像一枚光洁的荔枝核。","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""荔枝""]}"
5492,"人生里的很多个六月其实都有相似感受。","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_nostalgia""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""六月""]}"
5493,"即使在年中,
被各种事项塞满的时间也会忽然慢下来,
有时候会想还没做完的事,浪费的诸多情感,
想许多并无意义的如果,
更多的时候,只是看时间从流云里穿过,","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_essay""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""时间"", ""流云""]}"
5494,"时间只是心的缝隙。","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""时间""]}"
5495,"感觉前所未有地充沛,","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": []}"
